SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
gonna	2	4259257	2294	UK	2010	going to	https://www.urbandictionary.com/define.php?term=gonna	going to
you want a piece of me	1	5167828	909	UK	2001			
wanna	2	5167828	187	UK	2001	short for want to	https://www.urbandictionary.com/define.php?term=wanna	want to
kinda	2	5167828	169	UK	2001	kind of		sort of
coose	1	3552835	855	UK	2008			
big mouth	1	3552835	850	UK	2008			
fucking	1	3666051	394	UK	2009			
'cause	1	6107374	1595	UK	2010			
bitch	1	3666051	1000	UK	2009			
bum	3	3564173	894	UK	2008	anus		bottom
bloody	1	6107374	1565	UK	2010			
till	1	4640913	827	UK	2011			
mate	1	3666051	600	UK	2009			
gig	2	5623414	548	UK	2013	show		performance
gig	1	5623414	978	UK	2013			
okay	1	6107374	910	UK	2010			
making love	1	4259257	2128	UK	2010			
went	1	3357285	552	UK	2007			
fuck	1	3666051	527	UK	2009			
flip	2	3120452	1308	UK	2006	flippant		flippant
geezer	3	6244263	690	UK	2014	man		male
dropped off	1	3320486	346	UK	2008			
yeah	2	3552835	508	UK	2008	yes		agreed
fucking	1	5204705	572	UK	2012			
eh	1	3357285	1401	UK	2007			
chuck	2	3564173	860	UK	2008	throw		throw
uh	1	5145968	284	UK	2012			
wanna	2	5623414	2372	UK	2013	want to		want to
okay	1	5510712	514	UK	2013			
fucking shit	1	3558591	1872	US	2005			
screwing	1	4473014	412	US	2011			
something to believe in	1	3558591	784	US	2005			
there are no slangs in this sentence	1	4473014	370	US	2011			
rehab	1	3558591	896	US	2005			
yes	1	4473014	118	US	2011			
kid	1	3558591	1972	US	2005			
hang out	1	3558591	1057	US	2005			
erik	1	4473014	364	US	2011			
white	1	4473014	1085	US	2011			
rules	1	3558591	2589	US	2005			
clinger	2	3558591	955	US	2005			
off your feet	1	5974299	459	US	2014			
old niggas	1	185218	1034	US	2001			
straight out	1	5974299	559	US	2014			
fuck out	1	185218	940	US	2001			
jeez	3	5974299	911	US	2014			
crossed	1	185218	1515	US	2001			
bitch	1	185218	1569	US	2001			
bullshit	1	185218	937	US	2001			
get your ass	1	185218	2029	US	2001			
butter	1	185218	585	US	2001			
wanna	2	5974299	860	US	2014			
bruh	2	185218	1048	US	2001			
shit	2	185218	664	US	2001			
weed	1	185218	1770	US	2001			
uh	1	5974299	1237	US	2014			
afraid of the dark	1	5036434	241	US	2012			
better man	1	5036434	1065	US	2012			
playing twenty questions	1	5036434	921	US	2012			
gonna	2	6441036	1302	US	2013			
i die a little	1	5036434	1110	US	2012			
potential	1	6441036	256	US	2013			
kids	1	6441036	450	US	2013			
rub off	2	5036434	625	US	2012			
gentlemen	1	6441036	1465	US	2013			
inn	1	6441036	987	US	2013			
baby	1	6441036	357	US	2013			
get there	1	5791518	2367	US	2014			
bra	1	5791518	1452	US	2014			
gonna	1	5791518	870	US	2014			
sweetheart	1	5791518	2905	US	2014			
on the list	1	4185464	981	US	2011			
raised	1	4185464	801	US	2011			
run	1	4185464	80	US	2011			
hook	1	6173232	744	US	2014			
no slang was used in this sentence	1	6173232	187	US	2014			
bump	2	6173232	418	US	2014			
a following	1	5922900	226	US	2012			
ganster	1	5922900	969	US	2012			
exploded	1	5922900	1117	US	2012			
none	1	5922900	1512	US	2012			
real	1	5922900	773	US	2012			
stash	1	5922900	911	US	2012			
i don't even wanna know anymore	1	5922900	952	US	2012			
'cause	1	3618044	133	US	2009			
lover	1	3618044	252	US	2009			
pussy	2	3618044	378	US	2009			
breaks my heart	1	3618044	393	US	2009			
war	1	5860680	1006	US	2014			
elder	1	5860680	1011	US	2014			
elder	1	5860680	298	US	2014			
bump into	1	5987878	1801	US	2006			
berry kiss	1	5987878	1377	US	2006			
bets are off	1	5987878	517	US	2006			
market	2	5987878	1131	US	2006			
his own two	1	3692182	564	US	2009			
hot out	1	3692182	88	US	2009			
get out of my face	1	3692182	386	US	2009			
gonna	1	3692182	480	US	2009			
motherfucker	1	3692182	2199	US	2009			
shit	1	3692182	1745	US	2009			
that shit	1	3692182	1530	US	2009			
fucking	1	3692182	1652	US	2009			
got this	1	3692182	934	US	2009			
man	1	3692182	663	US	2009			
motherfucking	1	3692182	1438	US	2009			
knob	1	5836657	418	US	2014			
hang out	2	5836657	144	US	2014			
fully erect	1	5836657	870	US	2014			
vibes	3	5836657	244	US	2014			
junk food	1	5836657	558	US	2014			
honestly	1	5836657	245	US	2014			
on your feet	1	5836657	1223	US	2014			
yeah	1	3320486	2381	UK	2008			
mate	3	5623414	1272	UK	2013	friend		friend
leave it	1	3320486	2113	UK	2008			
fucking	2	3552835	873	UK	2008			
shit	2	6244263	46	UK	2014	excrement		stuff
hiya	2	5623414	187	UK	2013	hello (general greeting)		hello
sacking	2	5623414	1463	UK	2013	firing, making redundant		firing
kid brother	1	5145968	424	UK	2012			
bitch	3	5145968	96	UK	2012			
grand	2	3666051	603	UK	2009	thousand pounds		thousand
yeah	1	4259257	1799	UK	2010			
chucked	1	5623414	1853	UK	2013			
'mid	1	4259257	1819	UK	2010			
strapped	3	5623414	621	UK	2013	hard up, broke		broke
huh	1	5167828	1095	UK	2001			
eh	1	3357285	428	UK	2007			
ya	2	3666051	280	UK	2009	you		you
off her face	1	3552835	779	UK	2008			
rein it in	2	4259257	2148	UK	2010	hold back a little		restrain
mate	2	3552835	421	UK	2008	friend		friend
erm	1	3357285	1233	UK	2007			
nancy	2	3120452	136	UK	2006	offensive term for a homosexual		homosexual
bloody	1	5623414	677	UK	2013			
lower yourself	1	4640913	778	UK	2011			
tad	3	5145968	1173	UK	2012	a little bit		little
got	1	3552835	1041	UK	2008			
shut up	1	5510712	736	UK	2013			
ok	1	3552835	274	UK	2008			
t is	1	4259257	1402	UK	2010			
gotta	2	5510712	384	UK	2013	got to		got to
messing about	1	5510712	156	UK	2013			
nah	2	6244263	202	UK	2014	no		no
wanna	3	4640913	809	UK	2011	want to		want to
yeah	1	5510712	199	UK	2013			
gonna	2	5204705	1225	UK	2012	going to		going to
getaway	1	5510712	119	UK	2013			
ain't	1	4640913	1613	UK	2011			
'cause	1	4259257	2273	UK	2010			
arsehole	1	6244263	745	UK	2014			
effed	2	3564173	1185	UK	2008	short for 'fucked it up', generally means made a mess of something.		messed
jerk	3	5167828	990	UK	2001	idiot, moron		idiot
spaz out	2	5167828	510	UK	2001	offensive term for a person with certain physical handicaps.		get upset
but	1	3552835	95	UK	2008			
bitch	1	5145968	549	UK	2012			
mom	1	5167828	135	UK	2001			
okay	1	4640913	178	UK	2011			
bogs	2	3120452	1604	UK	2006	toilets, lavatories		toilets
put up with	1	4259257	2498	UK	2010			
weirdo	3	5145968	801	UK	2012	someone strange		strange person
gimp	1	5145968	83	UK	2012			
ooh	1	6107374	1430	UK	2010			
done	1	3320486	1728	UK	2008			
crack	3	6244263	306	UK	2014	an attempt at violence, in this context		a go at
protection	1	3666051	363	UK	2009			
mate	2	5145968	56	UK	2012	friend		friend
going on about	1	4259257	614	UK	2010			
gonna	1	3357285	863	UK	2007			
man	1	5623414	2395	UK	2013			
gonna	2	3666051	835	UK	2009	going to		going to
gotta	2	5204705	856	UK	2012	got to		got to
eh	1	3320486	791	UK	2008			
me	1	5204705	370	UK	2012			
bullshit	3	3552835	777	UK	2008	rubbish, a lie		rubbish
man	2	3666051	453	UK	2009			
erm	1	3357285	708	UK	2007			
fucking slag	1	3666051	419	UK	2009			
for christ's sake	1	5623414	1739	UK	2013			
comatose	1	3558591	64	US	2005			
you know	1	4473014	463	US	2011			
uh	1	3558591	1711	US	2005			
tricia	1	4473014	1460	US	2011			
god sakes	2	3558591	1591	US	2005			
buried in the armor	1	4473014	1523	US	2011			
what's up	1	4473014	1137	US	2011			
gift	1	3558591	607	US	2005			
yes	1	4473014	553	US	2011			
whore	1	3558591	823	US	2005			
relentless	1	4473014	1518	US	2011			
hundred times	1	4473014	1315	US	2011			
everyone's sake	1	4473014	246	US	2011			
ike turner	1	3558591	2984	US	2005			
severs him right	1	3558591	1236	US	2005			
studs	2	5974299	531	US	2014			
fair and square	1	5974299	241	US	2014			
mess	3	185218	1821	US	2001			
muddle	1	5974299	384	US	2014			
fuck	1	185218	1303	US	2001			
like	1	5974299	493	US	2014			
check him	1	185218	137	US	2001			
gonna	1	185218	837	US	2001			
blacked	1	185218	1385	US	2001			
okay	1	5974299	1109	US	2014			
hooray	1	5974299	1061	US	2014			
slapped	1	185218	1142	US	2001			
shit	2	185218	834	US	2001			
mama	1	185218	1831	US	2001			
wasted	1	5036434	1061	US	2012			
trigger	2	6441036	573	US	2013			
cut	2	6441036	15	US	2013			
civilization	1	6441036	700	US	2013			
in on all of this	1	6441036	823	US	2013			
none	1	6441036	1650	US	2013			
twas	1	6441036	1185	US	2013			
gonna	1	6441036	560	US	2013			
i gotta be somewhere in an hour	1	5036434	172	US	2012			
loop	1	6441036	488	US	2013			
ass from your armpit	1	5036434	156	US	2012			
heart	1	6441036	1601	US	2013			
familymoon	1	5791518	1064	US	2014			
milf	3	5791518	164	US	2014			
hit	1	5791518	2409	US	2014			
boobies	2	5791518	52	US	2014			
blend in a whisper	1	5791518	2609	US	2014			
get you out of it	1	5791518	682	US	2014			
exorcism	1	5791518	1386	US	2014			
fond of you	1	4185464	1160	US	2011			
rehab	1	4185464	923	US	2011			
hasty	1	4185464	407	US	2011			
shrink	3	4185464	940	US	2011			
no slang was used in this sentence	1	6173232	108	US	2014			
fused	1	6173232	806	US	2014			
okay	1	6173232	468	US	2014			
bring about	1	5922900	253	US	2012			
dick's hard	2	5922900	577	US	2012			
mad	1	5922900	2	US	2012			
grease trap	1	5922900	998	US	2012			
cooler	1	5922900	1501	US	2012			
ghost	1	5922900	1183	US	2012			
shit	1	5922900	997	US	2012			
it so easily	1	5922900	764	US	2012			
nature's page	2	3618044	926	US	2009			
nice shit	1	3618044	359	US	2009			
touch	1	3618044	941	US	2009			
forever	1	3618044	87	US	2009			
think	1	3618044	53	US	2009			
whatnot	1	3618044	37	US	2009			
minds blown	1	5860680	555	US	2014			
gonna	1	5860680	1302	US	2014			
lift	2	5987878	829	US	2006			
adventure	2	5987878	955	US	2006			
went off	2	5987878	1822	US	2006			
got a case	1	3692182	1042	US	2009			
bitch	2	3692182	2179	US	2009			
shotgun	2	3692182	303	US	2009			
gentlemen	1	3692182	1636	US	2009			
get by you	1	3692182	1777	US	2009			
smack	1	5836657	793	US	2014			
embrace the team spirit	1	5836657	850	US	2014			
starting	1	5836657	1145	US	2014			
gonna	3	5145968	375	UK	2012	going to		going to
yeah	1	3320486	459	UK	2008			
ok	1	5623414	906	UK	2013			
not heard of	1	5510712	686	UK	2013			
shit	1	3666051	11	UK	2009			
push	1	4259257	2503	UK	2010			
yeah	2	5623414	1379	UK	2013	yes		yes
cos	1	3552835	1201	UK	2008			
fuck	1	6244263	213	UK	2014			
yeah	2	4259257	1493	UK	2010	yes		yes
nick	2	3666051	323	UK	2009	police station or prison		police station
dry run	1	3564173	1009	UK	2008			
gig	1	5623414	633	UK	2013			
all over	1	5510712	1335	UK	2013			
gaffer's	1	5145968	569	UK	2012			
mickey	1	3320486	1827	UK	2008			
loved up	1	4640913	1944	UK	2011			
pimp	2	5623414	690	UK	2013	to dress up a person or object stylishly		style
yeah	1	3357285	485	UK	2007			
swore	1	3666051	979	UK	2009			
sound	2	5204705	476	UK	2012	dependable, trustworthy, totally satisfactory		trustworthy
skipper	1	3552835	112	UK	2008			
yeah	1	5145968	391	UK	2012			
piss	3	3120452	1251	UK	2006	to waste		waste
shit hole	2	3666051	701	UK	2009			
girlie	2	3552835	29	UK	2008	feminine		girls
yeah	1	3357285	1123	UK	2007			
big push	1	3120452	594	UK	2006			
mate	1	3552835	502	UK	2008			
posh	1	3552835	63	UK	2008			
er	1	3357285	770	UK	2007			
mate	1	3552835	561	UK	2008			
fool	1	4259257	1129	UK	2010			
gonna	1	5167828	697	UK	2001			
scouser	3	5204705	457	UK	2012	name for a liverpudlian		liverpudlian
yeah	1	5623414	937	UK	2013			
ripper	1	3564173	599	UK	2008			
yeah	2	5510712	326	UK	2013	yes		yes
mate	1	6244263	506	UK	2014			
heads screw on	1	3552835	762	UK	2008			
nailed it	2	4640913	560	UK	2011	to prevail, win or triumph	https://www.urbandictionary.com/define.php?term=Nailed%20it	aced it
napping	1	4640913	1199	UK	2011			
gonna	1	3666051	199	UK	2009			
fuck up	1	5623414	1349	UK	2013			
whoa	1	5510712	297	UK	2013			
history	1	5204705	181	UK	2012			
slag	3	4640913	88	UK	2011	a term of contempt		worthless
nice guy	1	5167828	992	UK	2001			
yeah	1	6244263	251	UK	2014			
cool	2	5167828	523	UK	2001	admirable		amazing
honey	2	5167828	23	UK	2001	honey		difficult to provide a definition for this ... 'honey' is not a polite way to address someone though
fuck	2	3552835	698	UK	2008	sexual intercourse but also used in other contexts		mess
lines	1	5145968	588	UK	2012			
ain't	2	4640913	325	UK	2011			
kinda	2	5167828	757	UK	2001	kind of		rather
mate	1	3666051	991	UK	2009			
buzzed	2	3666051	399	UK	2009	enjoyed it		loved it
gonna	1	3552835	11	UK	2008			
knob	2	5145968	98	UK	2012	penis		penis
uh	1	5145968	164	UK	2012			
creepy	3	5167828	635	UK	2001	unpleasant		nasty
hi	1	6107374	2210	UK	2010			
erm	1	3357285	313	UK	2007			
fuck	1	3320486	2642	UK	2008			
gonna	2	4640913	1644	UK	2011			
ramble	1	6107374	1588	UK	2010			
mickey	1	6244263	564	UK	2014			
meds	2	6244263	204	UK	2014	medication		medication
squad	2	3666051	675	UK	2009	this is not slang		not slang
dear	1	3357285	692	UK	2007			
arsehole	3	5204705	1072	UK	2012	obnoxious person		obnoxious person
boys	1	3120452	671	UK	2006			
lads	2	6244263	282	UK	2014	young males	https://www.urbandictionary.com/define.php?term=Lad	boys
nuts	2	5167828	631	UK	2001	to be senile		crazy
chill	2	3552835	146	UK	2008	to relax		relax
ya	2	3666051	316	UK	2009	you	https://www.urbandictionary.com/define.php?term=ya	you
ripper	1	3564173	598	UK	2008			
champ	2	6244263	476	UK	2014	an excellent, first rate person		champion
ok	1	3357285	592	UK	2007			
yeah	1	6244263	976	UK	2014			
a hand	1	3120452	436	UK	2006			
yeah	2	3320486	2336	UK	2008	yes		yes
grab	1	4473014	942	US	2011			
yeah	1	4473014	767	US	2011			
maladjusted	1	3558591	1971	US	2005			
there are no slangs in this sentence	1	4473014	683	US	2011			
door	1	3558591	153	US	2005			
yes	1	4473014	1168	US	2011			
kiwis	1	3558591	2029	US	2005			
no	1	4473014	69	US	2011			
weirdo	2	4473014	996	US	2011			
stand up	3	4473014	1361	US	2011	a person of the respectable moral type. has a good character and can be relied on to do the right thing.	https://www.urbandictionary.com/define.php?term=Stand%20up	defend
step this up	1	3558591	1420	US	2005			
plain wrong	1	4473014	704	US	2011			
fuck	1	185218	1399	US	2001			
time open	1	5974299	282	US	2014			
sayin	1	185218	596	US	2001			
ain't	1	185218	1694	US	2001			
quit playing	1	185218	1676	US	2001			
hot	1	5974299	580	US	2014			
fool	1	185218	660	US	2001			
nigga	2	185218	1047	US	2001	a general derogatory term applicable to anyone regardless of race/skin color.		jerk
drawers	2	185218	1504	US	2001	"a term for one's underwear, but sometimes your pants. usually used a african-americans and pronounced ""draws""."	https://www.urbandictionary.com/define.php?term=drawers	panties
boo	2	185218	914	US	2001	a child or sweetheart; a term of address		sweetheart
breasts	2	5974299	662	US	2014	breasts is another way of saying boobs. boobs refer to a woman's breasts.	https://www.urbandictionary.com/define.php?term=Breasts	boobs
your girl	1	185218	1129	US	2001			
her ass	1	185218	1451	US	2001			
check	1	185218	1765	US	2001			
'cause	1	5974299	1327	US	2014			
i die a little	1	5036434	1111	US	2012			
dinged	3	6441036	198	US	2013	to get rejected, usually from a graduate school.	https://www.urbandictionary.com/define.php?term=dinged	hurt
just give up	1	6441036	869	US	2013			
gotta	2	6441036	808	US	2013	"1-short for ""got to"", meaning ""have to""."	https://www.urbandictionary.com/define.php?term=gotta	must
ran out	1	6441036	860	US	2013			
wanna	1	6441036	2059	US	2013			
bright future	1	5036434	1196	US	2012			
pooch	1	6441036	104	US	2013			
strong as blood	1	5036434	874	US	2012			
word	1	5791518	2691	US	2014			
check	1	5791518	1711	US	2014			
ass cheek	1	5791518	2112	US	2014			
dodo bird	1	5791518	1610	US	2014			
after	1	4185464	1374	US	2011			
go for it	2	6173232	936	US	2014	an exhortation to make an effort, to overcome one's fears		try
split	1	6173232	324	US	2014			
cues	1	6173232	177	US	2014			
robbins	1	6173232	912	US	2014			
spent	1	5922900	878	US	2012			
commotion	1	5922900	805	US	2012			
son	1	5922900	533	US	2012			
overload	1	5922900	687	US	2012			
out	1	5922900	761	US	2012			
gonna	1	5922900	417	US	2012			
willing to face down	1	5922900	86	US	2012			
fall	1	3618044	1107	US	2009			
guilted	1	3618044	651	US	2009			
in flight	1	3618044	478	US	2009			
hang on	1	3618044	381	US	2009			
you know	1	3618044	640	US	2009			
from inside	1	5860680	686	US	2014			
comfort object	1	5860680	482	US	2014			
embarrassment	1	5987878	2007	US	2006			
hot	2	5987878	106	US	2006	2. very attractive.	https://www.urbandictionary.com/define.php?term=Hot	sexy
fucking	1	3692182	1398	US	2009			
son	1	3692182	2337	US	2009			
gonna	1	3692182	734	US	2009			
tango	1	3692182	572	US	2009			
yo	1	3692182	2374	US	2009			
hiuh	1	3692182	560	US	2009			
fucking	1	3692182	2074	US	2009			
shot up	1	3692182	1889	US	2009			
son of a mother fucking bitch	1	5836657	1269	US	2014			
shit	1	5836657	607	US	2014			
nonessential	1	5836657	307	US	2014			
situation	1	5836657	52	US	2014			
duh	2	5836657	772	US	2014	"an interjection that means ""obviously""."	https://www.urbandictionary.com/define.php?term=Duh	obviously
fucking	1	5510712	856	UK	2013			
g'day	2	3320486	2026	UK	2008	an australian informal greeting	https://www.urbandictionary.com/define.php?term=G-Day	good day
kinda	3	5145968	875	UK	2012	"short for ""kind of"""	https://www.urbandictionary.com/define.php?term=kinda	kind of
kinda	1	5145968	136	UK	2012			
mate	2	5623414	2335	UK	2013	a general term to address a male friend		my friend
take down a peg	1	4640913	855	UK	2011			
junkie	2	4259257	1276	UK	2010	a heroin addict		heroin addict
you’re down	1	5510712	1136	UK	2013			
different man	1	3666051	188	UK	2009			
you know	1	4259257	2248	UK	2010			
yeah	1	5623414	1674	UK	2013			
darling	1	6244263	29	UK	2014			
gotta	3	5623414	38	UK	2013	"short for ""got to"", meaning ""have to""."	https://www.urbandictionary.com/define.php?term=gotta	have to
chasing girls	1	4259257	1141	UK	2010			
tits	1	3120452	897	UK	2006			
bitch	3	3666051	307	UK	2009	a derogatory term, stereotypically used to  refer to a female		woman
shit	3	3357285	1267	UK	2007	applied to any thing or person considered bad		bad
kid's	1	3564173	1198	UK	2008			
take it easy	1	5145968	465	UK	2012			
fucked	1	5204705	934	UK	2012			
uh	1	5145968	297	UK	2012			
down south	1	4259257	103	UK	2010			
bloke	2	5623414	1837	UK	2013	a man		man
fucking	1	3357285	906	UK	2007			
drill	1	5204705	1379	UK	2012			
shit	3	5145968	886	UK	2012	pertaining to objects		stuff
ain't	1	3666051	395	UK	2009			
kid	1	6244263	625	UK	2014			
chucked	1	3564173	256	UK	2008			
reckon	1	3552835	422	UK	2008			
fucking	1	3552835	1204	UK	2008			
kids	1	3564173	724	UK	2008			
gonna	2	4259257	1185	UK	2010	"short for ""going to"""	https://www.urbandictionary.com/define.php?term=gonna	going to
pal	1	5204705	912	UK	2012			
mate	2	6244263	223	UK	2014	used to address a man or a friend		man
fucking	2	3552835	707	UK	2008	having sex with	https://www.urbandictionary.com/define.php?term=fucking	having sex with
gonna	2	6244263	437	UK	2014	"short for ""going to"""	https://www.urbandictionary.com/define.php?term=gonna	going to
man	1	4640913	146	UK	2011			
gonna	2	5204705	771	UK	2012	short for going to	https://www.urbandictionary.com/define.php?term=gonna	going to
bro	2	5623414	740	UK	2013	a brother or male peer		brother
shit	1	3120452	1883	UK	2006			
